id,Name,Team,swings_competitive,avg_bat_speed,swing_length,hard_swing_rate,squared_up_per_swing,blast_per_swing,whiff_per_swing,PA,AB,AVG,SLG,HR%,BB%,K%,wRC+,EV,Barrel%,HardHit%
519317,Giancarlo Stanton,NYY,424,80.73858412735852,8.399277311320754,0.981132075471698,0.2075471698113207,0.1886792452830188,0.3066037735849056,281,260,0.246153846,0.492307692,0.06923076923076923,0.071174377,0.320284697,124.87437401674195,94.33186848958331,0.19411765,0.54117647
665833,Oneil Cruz,PIT,400,78.10580955000005,7.6466407,0.7475,0.2275,0.155,0.3125,307,283,0.236749116,0.424028268,0.04240282685512368,0.074918566,0.325732899,97.69729474871724,95.02805494225544,0.17391304,0.52717391
656941,Kyle Schwarber,PHI,468,77.13645959401711,7.820547173447538,0.75,0.2371794871794871,0.1581196581196581,0.3012820512820512,367,300,0.25,0.446666666,0.056666666666666664,0.160762942,0.28065395,133.30639054359176,93.2535098236386,0.11386139,0.53960396
592450,Aaron Judge,NYY,521,76.86497857965449,8.191792610364683,0.7312859884836852,0.2571976967370441,0.1996161228406909,0.3051823416506717,374,305,0.321311475,0.718032786,0.10491803278688525,0.163101604,0.248663101,217.9908168301532,97.08031431686048,0.28837209,0.62790698
656305,Matt Chapman,SFG,523,76.77999126195022,7.409663231357552,0.6711281070745697,0.1912045889101338,0.1281070745697896,0.2390057361376673,358,319,0.238244514,0.40752351,0.034482758620689655,0.097765363,0.237430167,109.54776106766492,92.39197716346152,0.11914894,0.47659574
660670,Ronald Acuña Jr.,ATL,323,76.71161953560379,7.611816408668729,0.7306501547987616,0.2229102167182662,0.1269349845201238,0.2476780185758514,222,192,0.25,0.364583333,0.020833333333333332,0.121621621,0.238738738,108.03545933680778,92.17876047327898,0.09352518,0.47482014
666176,Jo Adell,LAA,450,76.70994260000005,7.664342933333333,0.66,0.18,0.1088888888888888,0.2977777777777777,254,230,0.186956521,0.395652173,0.05652173913043478,0.062992125,0.29527559,76.70976694587046,89.45182291666667,0.12578616,0.43396226
666624,Christopher Morel,CHC,507,76.3692700394477,8.014138441814595,0.6844181459566074,0.2189349112426035,0.136094674556213,0.2958579881656805,349,297,0.195286195,0.37037037,0.050505050505050504,0.11747851,0.223495702,93.68570085542392,89.96044702914799,0.11659193,0.44843049
670541,Yordan Alvarez,HOU,486,75.87379504115226,7.56677744855967,0.5596707818930041,0.2777777777777778,0.1790123456790123,0.1851851851851851,356,313,0.2971246,0.536741214,0.05750798722044728,0.098314606,0.148876404,153.56638255935374,92.898333134542,0.13688213,0.47148289
683002,Gunnar Henderson,BAL,551,75.84925152450093,7.241944646098003,0.6188747731397459,0.2722323049001814,0.1742286751361161,0.2395644283121597,384,330,0.287878787,0.6,0.07878787878787878,0.119791666,0.236979166,175.83067424825848,94.03501037344398,0.13278008,0.57676349
677594,Julio Rodríguez,SEA,633,75.67146699842017,7.898640173775671,0.5734597156398104,0.2022116903633491,0.1342812006319115,0.3001579778830964,364,340,0.244117647,0.323529411,0.020588235294117647,0.06043956,0.269230769,81.90374581408349,91.04924780475208,0.08264463,0.47107438
624585,Jorge Soler,SFG,437,75.60968798627007,7.994880892448512,0.5995423340961098,0.217391304347826,0.0938215102974828,0.2814645308924485,302,266,0.229323308,0.406015037,0.03759398496240601,0.09602649,0.238410596,106.71298164720406,90.05381503807106,0.0959596,0.37878788
660271,Shohei Ohtani,LAD,547,75.54402223034738,7.640938171846435,0.5667276051188299,0.2797074954296161,0.1919561243144424,0.2797074954296161,380,328,0.320121951,0.646341463,0.08231707317073171,0.118421052,0.205263157,191.10765074988095,95.46206907242065,0.19215686,0.6
671218,Heliot Ramos,SFG,355,75.48687760563382,6.927146355932203,0.6056338028169014,0.2197183098591549,0.1549295774647887,0.2591549295774648,217,191,0.298429319,0.523560209,0.05759162303664921,0.105990783,0.267281105,154.3573599298907,92.53633840460526,0.17037037,0.53333333
665742,Juan Soto,NYY,469,75.39848364605544,7.268793326226013,0.5906183368869936,0.3155650319829424,0.1961620469083155,0.2025586353944563,375,297,0.299663299,0.562289562,0.06734006734006734,0.192,0.16,183.1003289549863,94.42414683577404,0.18257261,0.57676349
665489,Vladimir Guerrero Jr.,TOR,525,75.39846809523809,7.669521828571427,0.5276190476190477,0.2723809523809524,0.1828571428571428,0.2114285714285714,368,326,0.297546012,0.472392638,0.03987730061349693,0.108695652,0.160326086,144.25640762172466,94.43385170990568,0.13483146,0.57303371
663624,Ryan Mountcastle,BAL,568,75.27768137323937,7.502745387323943,0.5387323943661971,0.2112676056338028,0.1267605633802817,0.2147887323943662,325,300,0.273333333,0.46,0.03666666666666667,0.061538461,0.209230769,119.75960515336624,91.51879155585108,0.09745763,0.48728814
641933,Tyler O'Neill,BOS,357,75.16382764705885,7.546893193277312,0.495798319327731,0.1988795518207282,0.1372549019607843,0.3137254901960784,247,214,0.257009345,0.528037383,0.07476635514018691,0.121457489,0.323886639,137.14594520035814,91.46396846064816,0.16296296,0.48888889
572233,Christian Walker,ARI,585,75.15004726495724,7.518821743589743,0.5572649572649572,0.2017094017094017,0.1264957264957265,0.229059829059829,363,321,0.258566978,0.479750778,0.056074766355140186,0.09090909,0.245179063,126.40326743153793,91.18262954905065,0.15611814,0.48101266
663586,Austin Riley,ATL,459,75.08519755991283,7.511730501089325,0.531590413943355,0.233115468409586,0.1590413943355119,0.2592592592592592,297,268,0.25,0.429104477,0.03731343283582089,0.087542087,0.232323232,112.4961745216764,92.12403815954774,0.13567839,0.50753769
595879,Javier Báez,DET,267,75.0805298127341,8.604845992509363,0.5505617977528089,0.2546816479400749,0.1423220973782771,0.2621722846441947,196,186,0.182795698,0.247311827,0.005376344086021506,0.030612244,0.214285714,26.13879626297268,88.60492026969177,0.06122449,0.40136054
660821,Jesús Sánchez,MIA,403,75.04522717121587,7.1860323821339955,0.531017369727047,0.2531017369727047,0.1339950372208436,0.2803970223325062,258,238,0.231092436,0.373949579,0.03361344537815126,0.058139534,0.236434108,86.04073956085799,93.80416887358756,0.12290503,0.51396648
660707,Elehuris Montero,COL,392,75.03722823979595,7.566919591836735,0.5306122448979591,0.2015306122448979,0.1071428571428571,0.2959183673469387,247,224,0.205357142,0.303571428,0.017857142857142856,0.080971659,0.226720647,47.82704387669581,89.51427151864036,0.07602339,0.41520468
624413,Pete Alonso,NYM,520,75.03338269230768,7.320042230769232,0.5134615384615384,0.2230769230769231,0.123076923076923,0.2173076923076923,364,320,0.246875,0.478125,0.05625,0.098901098,0.203296703,131.39148229382235,88.89295767965586,0.12903226,0.40725806
669394,Jake Burger,MIA,404,74.98339400990098,7.407989900990099,0.5247524752475247,0.2227722772277227,0.1336633663366336,0.2574257425742574,259,244,0.221311475,0.360655737,0.03278688524590164,0.05019305,0.25096525,72.72969333108914,90.31387803819445,0.10497238,0.43093923
621043,Carlos Correa,MIN,395,74.79197037974679,7.2576140506329105,0.4860759493670886,0.2683544303797468,0.1822784810126582,0.1746835443037974,279,245,0.310204081,0.510204081,0.04081632653061224,0.096774193,0.17562724,149.89941037213822,91.402119140625,0.09950249,0.47761194
592669,Hunter Renfroe,KCR,300,74.75343683333335,7.588850466666665,0.4866666666666666,0.2266666666666666,0.13,0.21,222,200,0.21,0.385,0.04,0.094594594,0.184684684,87.8088490484073,88.00344269185126,0.0754717,0.34591195
661388,William Contreras,MIL,566,74.7387415724382,7.325026236749117,0.5106007067137809,0.3003533568904594,0.1802120141342756,0.2561837455830388,374,339,0.292035398,0.445427728,0.029498525073746312,0.0828877,0.187165775,126.23431964882629,92.3986753344096,0.08856089,0.49815498
677951,Bobby Witt Jr.,KCR,566,74.71153162544165,7.059400901060071,0.4964664310954063,0.2826855123674912,0.1643109540636042,0.2226148409893993,381,347,0.311239193,0.538904899,0.037463976945244955,0.070866141,0.167979002,145.36222183818265,92.5406481380662,0.14634146,0.48780488
682985,Riley Greene,DET,515,74.62304982524276,7.197246893203884,0.4679611650485436,0.2427184466019417,0.1320388349514563,0.2407766990291262,356,308,0.253246753,0.477272727,0.048701298701298704,0.123595505,0.258426966,132.08535375867413,91.0995373703917,0.12844037,0.47247706
592518,Manny Machado,SDP,486,74.6134046090535,7.70587160493827,0.4547325102880658,0.2530864197530864,0.1502057613168724,0.2304526748971193,333,309,0.265372168,0.404530744,0.032362459546925564,0.069069069,0.216216216,105.8113677928539,92.072265625,0.07983193,0.4789916
677800,Wilyer Abreu,BOS,345,74.58139956521742,7.440816,0.4666666666666666,0.2376811594202898,0.1072463768115942,0.2608695652173913,218,196,0.270408163,0.469387755,0.030612244897959183,0.096330275,0.266055045,122.0985053735826,90.46059283088236,0.10791367,0.4676259
682829,Elly De La Cruz,CIN,490,74.54362742857138,7.209184346938774,0.5,0.2224489795918367,0.1285714285714285,0.2836734693877551,364,319,0.253918495,0.48275862,0.047021943573667714,0.107142857,0.31043956,127.30362724802151,91.5806457820197,0.12980769,0.45673077
670042,Luke Raley,SEA,380,74.52719981578956,7.234703957783641,0.4657894736842105,0.1736842105263158,0.1052631578947368,0.3026315789473684,225,210,0.257142857,0.442857142,0.04285714285714286,0.035555555,0.315555555,114.93751453690896,89.3300052472015,0.07857143,0.41428571
687401,Joey Ortiz,MIL,354,74.51265607344631,7.548160649717514,0.443502824858757,0.2259887005649717,0.1299435028248587,0.1581920903954802,256,216,0.268518518,0.444444444,0.032407407407407406,0.13671875,0.16796875,133.67196458229165,87.82852909482759,0.0625,0.38636364
665487,Fernando Tatis Jr.,SDP,481,74.49463769230769,7.296100582120582,0.4636174636174636,0.2827442827442827,0.1663201663201663,0.237006237006237,345,308,0.279220779,0.467532467,0.045454545454545456,0.086956521,0.205797101,138.86371403272827,93.15042358913502,0.13865546,0.53361345
621439,Byron Buxton,MIN,392,74.40131130102041,8.13714987244898,0.4311224489795918,0.2193877551020408,0.1045918367346938,0.3010204081632653,237,217,0.262672811,0.465437788,0.03686635944700461,0.046413502,0.270042194,120.73474860614874,91.04376890120967,0.10322581,0.46451613
663728,Cal Raleigh,SEA,542,74.38705064575643,7.721627712177123,0.4446494464944649,0.1992619926199262,0.1217712177121771,0.2730627306273063,309,270,0.2,0.385185185,0.05185185185185185,0.106796116,0.323624595,93.77878170927254,92.20047191112717,0.14942529,0.52873563
642133,Rowdy Tellez,PIT,295,74.38695752542374,8.01160386440678,0.4406779661016949,0.2305084745762712,0.1457627118644067,0.1864406779661017,215,198,0.232323232,0.333333333,0.020202020202020204,0.069767441,0.223255813,76.43793790927309,89.53031901041666,0.05960265,0.39735099
542303,Marcell Ozuna,ATL,555,74.23746771171173,7.40763027027027,0.4432432432432432,0.227027027027027,0.1405405405405405,0.3009009009009009,351,307,0.296416938,0.560260586,0.06840390879478828,0.113960113,0.233618233,161.4218478675379,92.90426230641592,0.18061674,0.54185022
681297,Colton Cowser,BAL,416,74.14718372596153,6.909077403846154,0.4447115384615384,0.2596153846153846,0.1370192307692307,0.2716346153846153,269,237,0.227848101,0.443037974,0.05063291139240506,0.08921933,0.286245353,114.05803318182689,91.54172694830248,0.15432099,0.5
650391,Eloy Jiménez,CHW,257,74.14213980544746,7.278454863813229,0.4357976653696498,0.2918287937743191,0.1906614785992217,0.2217898832684824,177,163,0.239263803,0.374233128,0.03067484662576687,0.073446327,0.175141242,88.72165584596526,92.09802616003788,0.10526316,0.47368421
671739,Michael Harris II,ATL,442,74.1115173755656,8.089567036199094,0.4343891402714932,0.2239819004524887,0.1244343891402715,0.2217194570135746,278,260,0.25,0.357692307,0.019230769230769232,0.053956834,0.212230215,82.99713840886056,89.25699626865672,0.05940594,0.43564356
694671,Wyatt Langford,TEX,349,74.109600487106,6.85956011461318,0.4641833810888252,0.2234957020057306,0.1289398280802292,0.2292263610315186,249,226,0.261061946,0.393805309,0.017699115044247787,0.080321285,0.196787148,100.73388561300769,88.48952816031074,0.07865169,0.42134831
621566,Matt Olson,ATL,614,73.99378638436474,7.438376368078176,0.4201954397394136,0.1905537459283387,0.1009771986970684,0.2687296416938111,348,309,0.2394822,0.42394822,0.038834951456310676,0.091954022,0.270114942,108.10216682832336,91.6481363171729,0.10138249,0.46543779
592663,J.T. Realmuto,PHI,342,73.91756564327483,7.6494615204678365,0.4035087719298245,0.2046783625730994,0.131578947368421,0.2543859649122807,223,207,0.260869565,0.410628019,0.033816425120772944,0.053811659,0.269058295,103.31979803342064,89.39012011054422,0.10810811,0.47972973
667670,Brent Rooker,OAK,477,73.87787851153043,7.180239119496855,0.3836477987421383,0.1991614255765199,0.1090146750524109,0.3186582809224318,296,264,0.261363636,0.515151515,0.06060606060606061,0.097972972,0.341216216,143.29131564896835,92.3509454083589,0.16463415,0.51829268
547180,Bryce Harper,PHI,517,73.86859688588011,7.343487678916829,0.3907156673114119,0.2243713733075435,0.1353965183752417,0.2514506769825919,336,287,0.303135888,0.581881533,0.06968641114982578,0.139880952,0.214285714,169.4339202378214,91.25981987847224,0.12442396,0.47465438
669127,Shea Langeliers,OAK,396,73.80579555555555,7.234307752525251,0.3813131313131313,0.2575757575757575,0.1464646464646464,0.2777777777777778,273,251,0.20318725,0.430278884,0.05976095617529881,0.058608058,0.274725274,92.88977218404604,91.23520971543296,0.16201117,0.46368715
642715,Willy Adames,MIL,605,73.7507835702479,8.129936760330578,0.368595041322314,0.2314049586776859,0.0991735537190082,0.2710743801652892,375,327,0.23853211,0.412844036,0.039755351681957186,0.117333333,0.205333333,111.19017280087506,88.27617805088933,0.1027668,0.38339921
679529,Spencer Torkelson,DET,339,73.74824002949856,7.416134365781712,0.3421828908554572,0.2271386430678466,0.1091445427728613,0.2507374631268436,230,209,0.200956937,0.33014354,0.019138755980861243,0.069565217,0.24347826,69.77344410297364,88.8426393995098,0.04516129,0.38709677
682998,Corbin Carroll,ARI,458,73.73332192139742,7.004720960698689,0.3930131004366812,0.2707423580786026,0.1419213973799126,0.2008733624454148,353,309,0.210355987,0.310679611,0.006472491909385114,0.104815864,0.172804532,77.7349037396982,87.66592111895162,0.03984064,0.35458167
641343,Jake Bauers,MIL,313,73.54606038338659,7.47931373801917,0.2875399361022364,0.2236421725239616,0.0926517571884984,0.255591054313099,200,175,0.217142857,0.4,0.04,0.105,0.315,103.69739867901704,89.76803561373873,0.10714286,0.42857143
671056,Iván Herrera,STL,275,73.52625032727275,7.6056595636363635,0.3709090909090909,0.24,0.1236363636363636,0.2509090909090909,192,172,0.279069767,0.377906976,0.01744186046511628,0.078125,0.213541666,108.532956806534,88.71457741477273,0.08955224,0.40298507
592626,Joc Pederson,ARI,361,73.4548750969529,7.62462700831025,0.3767313019390581,0.2049861495844875,0.1218836565096952,0.2216066481994459,242,203,0.285714285,0.507389162,0.054187192118226604,0.103305785,0.256198347,150.0811997765794,91.97414172535213,0.11486486,0.47297297
606466,Ketel Marte,ARI,509,73.39414563850691,7.620647721021611,0.3791748526522593,0.3182711198428291,0.1591355599214145,0.2161100196463654,365,321,0.286604361,0.517133956,0.0529595015576324,0.093150684,0.183561643,140.04533016344155,93.39973455598457,0.10344828,0.53256705
553869,Elias Díaz,COL,365,73.38935449315078,6.965485452054795,0.3835616438356164,0.210958904109589,0.1041095890410958,0.2328767123287671,230,212,0.306603773,0.438679245,0.02358490566037736,0.056521739,0.178260869,107.48685012793426,87.57672828851744,0.03468208,0.34682081
521692,Salvador Perez,KCR,578,73.37527110726641,7.9184815570934255,0.3442906574394463,0.2577854671280277,0.143598615916955,0.2474048442906574,338,306,0.277777777,0.467320261,0.0457516339869281,0.073964497,0.183431952,123.49056900787404,91.7386783584025,0.13114754,0.47131148
683146,Brett Baty,NYM,263,73.36348448669203,7.611293307984792,0.3726235741444866,0.1444866920152091,0.0646387832699619,0.2509505703422053,171,153,0.228758169,0.326797385,0.026143790849673203,0.093567251,0.245614035,86.9956406792964,86.61784446022727,0.05357143,0.33035714
676369,Nelson Velázquez,KCR,350,73.33309222857142,7.468902,0.3457142857142857,0.2142857142857142,0.0914285714285714,0.3285714285714285,230,205,0.2,0.365853658,0.03902439024390244,0.082608695,0.265217391,77.03624920861448,88.16479326105443,0.08843537,0.38095238
606192,Teoscar Hernández,LAD,578,73.30962873702421,7.760684602076124,0.3269896193771626,0.2058823529411764,0.1332179930795847,0.3235294117647059,355,323,0.253869969,0.47987616,0.05572755417956656,0.076056338,0.284507042,125.3675795476808,91.71187464966368,0.15625,0.49107143
669261,Jack Suwinski,PIT,321,73.29871760124604,7.2596530841121485,0.3333333333333333,0.190031152647975,0.087227414330218,0.2710280373831775,225,200,0.18,0.315,0.035,0.097777777,0.293333333,62.45023972033928,88.30915912828948,0.07352941,0.375
572191,Michael A. Taylor,PIT,266,73.29070082706765,7.1683451879699245,0.3345864661654135,0.1766917293233082,0.075187969924812,0.3796992481203007,176,157,0.191082802,0.248407643,0.006369426751592357,0.068181818,0.34090909,39.20145045501024,88.8631083170573,0.07692308,0.375
664913,Seth Brown,OAK,318,73.24723518867928,7.271452965299683,0.2547169811320754,0.1886792452830188,0.0723270440251572,0.3018867924528302,195,180,0.188888888,0.305555555,0.027777777777777776,0.076923076,0.338461538,63.648361851867605,87.57950774336283,0.07894737,0.34210526
666160,Mickey Moniak,LAA,422,73.19050075829387,7.645418246445497,0.3151658767772511,0.1682464454976303,0.0853080568720379,0.2630331753554502,218,204,0.196078431,0.308823529,0.0196078431372549,0.059633027,0.288990825,55.870060019226656,86.60402849595324,0.07801418,0.31205674
646240,Rafael Devers,BOS,487,73.14829926078026,7.474599199178643,0.3449691991786447,0.2505133470225872,0.1437371663244353,0.2484599589322381,313,272,0.286764705,0.56617647,0.0661764705882353,0.111821086,0.230031948,150.54179493595365,93.77998678482588,0.14215686,0.51960784
592885,Christian Yelich,MIL,371,73.14387867924526,7.53911140161725,0.3396226415094339,0.2803234501347709,0.1482479784366576,0.215633423180593,259,228,0.328947368,0.5,0.03508771929824561,0.108108108,0.193050193,154.5766153925625,91.0005903513418,0.06666667,0.47777778
694192,Jackson Chourio,MIL,391,73.11376966751925,7.36080030690537,0.3478260869565217,0.2455242966751918,0.1253196930946291,0.2429667519181585,261,242,0.247933884,0.392561983,0.0371900826446281,0.061302681,0.233716475,91.82307930611373,88.40921188186813,0.04891304,0.41847826
681624,Andy Pages,LAD,486,73.08236685185173,7.790881296296296,0.279835390946502,0.2037037037037037,0.102880658436214,0.2510288065843621,270,247,0.255060728,0.412955465,0.032388663967611336,0.055555555,0.262962962,105.6116570737902,88.35229766502809,0.11731844,0.42458101
669357,Nolan Gorman,STL,440,73.0629384090909,7.493823568181818,0.2909090909090909,0.175,0.0954545454545454,0.3318181818181818,303,271,0.191881918,0.409594095,0.06273062730627306,0.09570957,0.366336633,92.7524701695336,88.14652076863354,0.16049383,0.38271605
669004,MJ Melendez,KCR,481,73.04516644490641,7.662729189189188,0.3492723492723492,0.1995841995841996,0.1081081081081081,0.288981288981289,256,235,0.191489361,0.365957446,0.03404255319148936,0.078125,0.265625,70.73149341769212,91.09342644013554,0.09580838,0.43113772
680777,Ryan Jeffers,MIN,417,73.04133494004796,7.45374004796163,0.3477218225419664,0.2134292565947242,0.105515587529976,0.1990407673860911,268,232,0.228448275,0.461206896,0.05603448275862069,0.074626865,0.20522388,119.6433665063393,85.66012927313535,0.0989011,0.30769231
673548,Seiya Suzuki,CHC,349,73.00327481375358,7.291431432664755,0.3495702005730659,0.2808022922636103,0.157593123209169,0.2378223495702005,262,233,0.261802575,0.467811158,0.04721030042918455,0.080152671,0.282442748,126.0368454349682,93.04825544945987,0.11728395,0.51234568
664238,Dylan Moore,SEA,362,72.97019499999999,7.193542651933702,0.2762430939226519,0.2320441988950276,0.1104972375690607,0.218232044198895,251,211,0.208530805,0.417061611,0.037914691943127965,0.103585657,0.274900398,112.47025169853542,89.9666965432363,0.0952381,0.41496599
623993,Anthony Santander,BAL,569,72.91547669595786,7.303655869947277,0.3374340949033391,0.2073813708260105,0.1072056239015817,0.1933216168717047,338,304,0.233552631,0.503289473,0.07236842105263158,0.073964497,0.180473372,126.50524875475055,88.97549426020409,0.1097561,0.38211382
650490,Yandy Díaz,TBR,531,72.91397877589453,7.48133088512241,0.3145009416195856,0.3314500941619586,0.1864406779661017,0.1016949152542373,372,341,0.269794721,0.384164222,0.020527859237536656,0.072580645,0.14516129,107.41658029484628,92.49680150261324,0.05882353,0.48788927
677942,Blaze Alexander,ARI,276,72.91037865942023,7.318723768115943,0.2934782608695652,0.213768115942029,0.0869565217391304,0.2789855072463768,175,158,0.25949367,0.360759493,0.0189873417721519,0.074285714,0.257142857,98.94043112285732,88.61377825055804,0.03508772,0.35087719
662139,Daulton Varsho,TOR,448,72.9054973660714,7.662530111607144,0.2723214285714285,0.1651785714285714,0.0625,0.2522321428571428,292,262,0.194656488,0.396946564,0.04198473282442748,0.099315068,0.273972602,92.1322139522988,84.78648792613636,0.06593407,0.2967033
647304,Josh Naylor,CLE,493,72.8700980933063,7.689377459349593,0.3407707910750507,0.2738336713995943,0.1338742393509127,0.204868154158215,331,293,0.242320819,0.498293515,0.06825938566552901,0.090634441,0.181268882,127.0858621132684,90.9026358840812,0.11440678,0.45338983
624424,Michael Conforto,SFG,310,72.84393222580643,7.269854806451614,0.3,0.2903225806451613,0.1290322580645161,0.2354838709677419,236,216,0.236111111,0.430555555,0.041666666666666664,0.080508474,0.233050847,108.01465169644986,89.66328610248448,0.10493827,0.45061728
607043,Brandon Nimmo,NYM,495,72.84116901010103,7.292019616161616,0.3252525252525252,0.2363636363636363,0.1333333333333333,0.2383838383838384,346,291,0.250859106,0.453608247,0.044673539518900345,0.12716763,0.236994219,140.90620701604627,92.50214002691388,0.11961722,0.49760766
663993,Nathaniel Lowe,TEX,411,72.83964218978102,7.146607420924575,0.2603406326034063,0.24330900243309,0.1167883211678832,0.1532846715328467,256,223,0.269058295,0.399103139,0.026905829596412557,0.11328125,0.203125,113.63149238769618,89.04227443099711,0.04597701,0.37931034
657757,Gavin Sheets,CHW,443,72.82765241534989,7.578397674943567,0.3115124153498871,0.2573363431151241,0.1173814898419864,0.1963882618510158,285,247,0.234817813,0.396761133,0.02834008097165992,0.115789473,0.192982456,106.80211721500925,89.22926839192708,0.06701031,0.3556701
516782,Starling Marte,NYM,390,72.82308320512823,7.288552512820512,0.2846153846153846,0.258974358974359,0.1435897435897435,0.2769230769230769,266,245,0.27755102,0.41632653,0.02857142857142857,0.063909774,0.210526315,116.17145917302751,90.08382686491936,0.07329843,0.45549738
673237,Yainer Diaz,HOU,467,72.72514700214134,7.4966954817987155,0.2698072805139186,0.278372591006424,0.1327623126338329,0.2012847965738758,298,281,0.274021352,0.409252669,0.02491103202846975,0.036912751,0.137583892,98.48990861902524,90.16574457908165,0.06938776,0.46938776
672284,Jarred Kelenic,ATL,393,72.68180249363868,7.301255954198473,0.2468193384223918,0.2519083969465648,0.1170483460559796,0.3435114503816794,245,227,0.277533039,0.458149779,0.039647577092511016,0.061224489,0.289795918,117.83344276638904,89.4361834948576,0.10759494,0.46202532
663616,Trevor Larnach,MIN,294,72.65128653061225,7.3495160204081635,0.2517006802721088,0.3231292517006803,0.1598639455782313,0.2517006802721088,183,168,0.25595238,0.44047619,0.047619047619047616,0.071038251,0.180327868,110.8997817769684,92.20751596715328,0.10218978,0.4379562
457705,Andrew McCutchen,PIT,437,72.6425767505721,7.647238649885582,0.2631578947368421,0.2379862700228833,0.1281464530892448,0.2677345537757437,306,267,0.232209737,0.400749063,0.0449438202247191,0.111111111,0.258169934,108.54553921469328,88.77047664561171,0.13297872,0.39893617
677649,Ezequiel Duran,TEX,298,72.56315818791951,7.20488,0.2651006711409395,0.2214765100671141,0.1040268456375839,0.1912751677852349,187,176,0.255681818,0.323863636,0.011363636363636364,0.048128342,0.229946524,74.17876824735549,87.27367424242425,0.02985075,0.36567164
